entries,size,statuses,profile_reversal_family,coefficient_min,coefficient_max,perron_sensitivity,perron_contribution
"[[[1,5,3,3],[0,5,0,1]],[[1,5,3,3],[1,0,3,2]],[[3,3,5,1],[1,0,5,0]],[[3,3,5,1],[2,3,0,1]]]",4,provisional_common_1_over_q_target,"[1,5,3,3]",0.03125,0.03125,1.6647531461530307e-23,5.202353581728221e-25
"[[[3,1,1,7],[0,0,0,6]],[[3,1,1,7],[3,1,1,1]],[[7,1,1,3],[1,1,1,3]],[[7,1,1,3],[6,0,0,0]]]",4,provisional_common_1_over_q_target,"[3,1,1,7]",0.03125,0.03125,1.5281625875138575e-23,4.775508085980805e-25
"[[[1,5,1,5],[0,4,0,2]],[[1,5,1,5],[1,1,1,3]],[[5,1,5,1],[2,0,4,0]],[[5,1,5,1],[3,1,1,1]]]",4,provisional_common_1_over_q_target,"[1,5,1,5]",0.03125,0.03125,1.4883545810376116e-23,4.651108065742536e-25
"[[[3,1,5,3],[1,1,1,3]],[[3,1,5,3],[2,0,4,0]],[[3,5,1,3],[0,4,0,2]],[[3,5,1,3],[3,1,1,1]]]",4,provisional_common_1_over_q_target,"[3,1,5,3]",0.03125,0.03125,1.4883545810375658e-23,4.651108065742393e-25
"[[[1,5,5,1],[0,1,4,1]],[[1,5,5,1],[1,4,1,0]]]",2,provisional_common_1_over_q_target,"[1,5,5,1]",0.03125,0.03125,1.431242633832391e-23,4.472633230726221e-25
"[[[1,1,9,1],[0,1,4,1]],[[1,1,9,1],[1,0,5,0]],[[1,9,1,1],[0,5,0,1]],[[1,9,1,1],[1,4,1,0]]]",4,provisional_common_1_over_q_target,"[1,1,9,1]",0.03125,0.03125,1.3994295706130904e-23,4.373217408165908e-25
"[[[1,1,5,5],[0,0,2,4]],[[1,1,5,5],[1,1,3,1]],[[5,5,1,1],[1,3,1,1]],[[5,5,1,1],[4,2,0,0]]]",4,provisional_common_1_over_q_target,"[1,1,5,5]",0.03125,0.03125,1.3815760807795087e-23,4.317425252435965e-25
"[[[1,3,3,5],[0,0,2,4]],[[1,3,3,5],[1,3,1,1]],[[5,3,3,1],[1,1,3,1]],[[5,3,3,1],[4,2,0,0]]]",4,provisional_common_1_over_q_target,"[1,3,3,5]",0.03125,0.03125,1.3815760807691735e-23,4.317425252403667e-25
"[[[3,1,5,3],[0,0,4,2]],[[3,1,5,3],[3,1,1,1]],[[3,5,1,3],[1,1,1,3]],[[3,5,1,3],[2,4,0,0]]]",4,provisional_common_1_over_q_target,"[3,1,5,3]",0.03125,0.03125,1.3408210151672904e-23,4.190065672397782e-25
"[[[1,1,5,5],[0,0,4,2]],[[1,1,5,5],[1,1,1,3]],[[5,5,1,1],[2,4,0,0]],[[5,5,1,1],[3,1,1,1]]]",4,provisional_common_1_over_q_target,"[1,1,5,5]",0.03125,0.03125,1.340821015167256e-23,4.190065672397675e-25
"[[[1,3,7,1],[0,2,4,0]],[[1,3,7,1],[1,1,3,1]],[[1,7,3,1],[0,4,2,0]],[[1,7,3,1],[1,3,1,1]]]",4,provisional_common_1_over_q_target,"[1,3,7,1]",0.03125,0.03125,1.2197383252330753e-23,3.8116822663533603e-25
"[[[1,5,5,1],[0,2,4,0]],[[1,5,5,1],[0,4,2,0]],[[1,5,5,1],[1,1,3,1]],[[1,5,5,1],[1,3,1,1]]]",4,provisional_common_1_over_q_target,"[1,5,5,1]",0.03125,0.03125,1.2197383252330734e-23,3.8116822663533543e-25
"[[[1,3,1,7],[0,0,0,6]],[[1,3,1,7],[1,3,1,1]],[[7,1,3,1],[1,1,3,1]],[[7,1,3,1],[6,0,0,0]]]",4,provisional_common_1_over_q_target,"[1,3,1,7]",0.03125,0.03125,1.0250565228170134e-23,3.203301633803167e-25
"[[[1,1,3,7],[0,0,0,6]],[[1,1,3,7],[1,1,3,1]],[[7,3,1,1],[1,3,1,1]],[[7,3,1,1],[6,0,0,0]]]",4,provisional_common_1_over_q_target,"[1,1,3,7]",0.03125,0.03125,1.0250565228166413e-23,3.203301633802004e-25
"[[[1,5,3,3],[0,4,0,2]],[[1,5,3,3],[1,1,3,1]],[[3,3,5,1],[1,3,1,1]],[[3,3,5,1],[2,0,4,0]]]",4,provisional_common_1_over_q_target,"[1,5,3,3]",0.03125,0.03125,9.983542222685242e-24,3.119856944589138e-25
"[[[1,7,1,3],[0,4,0,2]],[[1,7,1,3],[1,3,1,1]],[[3,1,7,1],[1,1,3,1]],[[3,1,7,1],[2,0,4,0]]]",4,provisional_common_1_over_q_target,"[1,7,1,3]",0.03125,0.03125,9.983542222684998e-24,3.119856944589062e-25
"[[[1,3,5,3],[0,3,0,3]],[[1,3,5,3],[1,0,5,0]],[[3,5,3,1],[0,5,0,1]],[[3,5,3,1],[3,0,3,0]]]",4,provisional_common_1_over_q_target,"[1,3,5,3]",0.03125,0.03125,9.524826592664031e-24,2.97650831020751e-25
"[[[1,3,5,3],[0,0,4,2]],[[1,3,5,3],[1,3,1,1]],[[3,5,3,1],[1,1,3,1]],[[3,5,3,1],[2,4,0,0]]]",4,provisional_common_1_over_q_target,"[1,3,5,3]",0.03125,0.03125,8.993920795845667e-24,2.810600248701771e-25
"[[[1,1,7,3],[0,0,4,2]],[[1,1,7,3],[1,1,3,1]],[[3,7,1,1],[1,3,1,1]],[[3,7,1,1],[2,4,0,0]]]",4,provisional_common_1_over_q_target,"[1,1,7,3]",0.03125,0.03125,8.993920795845484e-24,2.810600248701714e-25
"[[[1,7,1,3],[0,6,0,0]],[[1,7,1,3],[1,1,1,3]],[[3,1,7,1],[0,0,6,0]],[[3,1,7,1],[3,1,1,1]]]",4,provisional_common_1_over_q_target,"[1,7,1,3]",0.03125,0.03125,6.895901000297854e-24,2.1549690625930794e-25
"[[[1,1,7,3],[0,0,6,0]],[[1,1,7,3],[1,1,1,3]],[[3,7,1,1],[0,6,0,0]],[[3,7,1,1],[3,1,1,1]]]",4,provisional_common_1_over_q_target,"[1,1,7,3]",0.03125,0.03125,6.895901000297274e-24,2.154969062592898e-25
"[[[3,3,3,3],[0,3,0,3]],[[3,3,3,3],[3,0,3,0]]]",2,provisional_common_1_over_q_target,"[3,3,3,3]",0.03125,0.03125,6.630180120282889e-24,2.071931287588403e-25
"[[[1,3,7,1],[0,0,6,0]],[[1,3,7,1],[1,3,1,1]],[[1,7,3,1],[0,6,0,0]],[[1,7,3,1],[1,1,3,1]]]",4,provisional_common_1_over_q_target,"[1,3,7,1]",0.03125,0.03125,4.6256127187067705e-24,1.4455039745958658e-25
"[[[1,1,9,1],[0,0,6,0]],[[1,1,9,1],[1,1,3,1]],[[1,9,1,1],[0,6,0,0]],[[1,9,1,1],[1,3,1,1]]]",4,provisional_common_1_over_q_target,"[1,1,9,1]",0.03125,0.03125,4.6256127187064605e-24,1.445503974595769e-25
"[[[1,5,5,1],[0,5,0,1]],[[1,5,5,1],[1,0,5,0]]]",2,provisional_common_1_over_q_target,"[1,5,5,1]",0.03125,0.03125,3.420809087174335e-24,1.0690028397419798e-25
